ID,MONTHS_BALANCE,STATUS,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
NULL,NULL,NULL,5111191,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,1,Laborers,2
NULL,NULL,NULL,5113073,F,N,Y,0,225000,State servant,Secondary / secondary special,Separated,House / apartment,-19690,-12423,1,0,1,1,Medicine staff,1
NULL,NULL,NULL,5113754,M,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-19385,-6675,1,0,1,1,Laborers,2
NULL,NULL,NULL,5113929,M,N,N,0,202500,Working,Incomplete higher,Single / not married,House / apartment,-15744,-4365,1,1,1,1,NULL,1
NULL,NULL,NULL,5113976,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,1,Laborers,2
NULL,NULL,NULL,5125214,M,N,Y,0,675000,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,2
NULL,NULL,NULL,5125607,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-15607,-3240,1,1,1,1,High skill tech staff,1
NULL,NULL,NULL,5125867,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,-20546,-11183,1,0,1,1,NULL,2
NULL,NULL,NULL,5126025,M,Y,N,0,306000,Working,Incomplete higher,Civil marriage,House / apartment,-11548,-1656,1,0,1,1,Laborers,2
NULL,NULL,NULL,5139739,M,N,Y,0,202500,Working,Higher education,Married,With parents,-9672,-2654,1,0,1,1,NULL,2
NULL,NULL,NULL,5140141,M,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-18326,-2897,1,1,1,1,Managers,2
NULL,NULL,NULL,5142651,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10763,-1473,1,1,1,1,NULL,2
NULL,NULL,NULL,5143156,F,Y,N,0,652500,Working,Higher education,Single / not married,House / apartment,-19137,-349,1,1,1,1,Managers,1
NULL,NULL,NULL,5149296,F,Y,Y,0,247500,Commercial associate,Higher education,Married,House / apartment,-14462,-1871,1,0,1,1,NULL,2
NULL,NULL,NULL,5155739,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-13822,-6054,1,0,1,1,NULL,2
NULL,NULL,NULL,5159564,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14084,-1895,1,0,1,1,NULL,2
NULL,NULL,NULL,5170537,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19646,-3010,1,0,1,1,Drivers,2
NULL,NULL,NULL,5177694,M,N,Y,0,337500,Commercial associate,Higher education,Single / not married,Municipal apartment,-11067,-2670,1,0,1,1,Managers,1
NULL,NULL,NULL,5197069,M,Y,N,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,-10122,-1570,1,0,1,1,NULL,2
NULL,NULL,NULL,5197691,M,N,Y,0,472500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16789,-1694,1,0,1,1,Laborers,2
NULL,NULL,NULL,5197714,F,N,Y,1,202500,State servant,Higher education,Single / not married,House / apartment,-10054,-1176,1,0,1,1,High skill tech staff,2
NULL,NULL,NULL,5205636,M,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-17892,-2603,1,0,1,1,Managers,2
NULL,NULL,NULL,5224085,M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,-15361,-643,1,0,1,1,NULL,2
NULL,NULL,NULL,5235669,F,Y,Y,0,405000,Commercial associate,Higher education,Civil marriage,House / apartment,-18094,-2136,1,0,1,1,Sales staff,2
NULL,NULL,NULL,5235776,F,Y,Y,0,292500,Working,Secondary / secondary special,Separated,House / apartment,-18253,-8772,1,0,1,1,NULL,1
NULL,NULL,NULL,5236317,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-16749,-7766,1,0,1,1,Laborers,2
NULL,NULL,NULL,5236671,M,N,N,0,225000,Commercial associate,Higher education,Widow,House / apartment,-21612,-1468,1,1,1,1,NULL,1
NULL,NULL,NULL,5236878,M,Y,N,0,495000,Working,Higher education,Separated,House / apartment,-14183,-3659,1,0,1,1,Managers,1
NULL,NULL,NULL,5242034,F,Y,Y,1,225000,Working,Secondary / secondary special,Widow,House / apartment,-12291,-3073,1,0,1,1,NULL,2
NULL,NULL,NULL,5242091,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,-11429,-396,1,0,1,1,NULL,2
NULL,NULL,NULL,5242346,F,N,Y,0,279000,Commercial associate,Higher education,Civil marriage,House / apartment,-10480,-3257,1,0,1,1,Managers,2
NULL,NULL,NULL,5242843,F,N,Y,0,216000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16585,-5291,1,0,1,1,Managers,2
NULL,NULL,NULL,5254509,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-23702,-1470,1,1,1,1,NULL,2
NULL,NULL,NULL,5268199,M,N,Y,0,405000,Commercial associate,Higher education,Single / not married,House / apartment,-13918,-710,1,0,1,1,IT staff,1
NULL,NULL,NULL,5268648,M,Y,Y,0,405000,Working,Secondary / secondary special,Married,House / apartment,-16330,-3907,1,0,1,1,Drivers,2
NULL,NULL,NULL,5268765,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-13237,-2573,1,0,1,1,Managers,2
NULL,NULL,NULL,5290861,M,N,N,0,292500,Commercial associate,Higher education,Married,House / apartment,-17847,-2914,1,0,1,1,Managers,2
NULL,NULL,NULL,5296404,M,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,-16742,-3186,1,0,1,1,Laborers,1
NULL,NULL,NULL,5296472,M,N,N,0,292500,Working,Secondary / secondary special,Separated,House / apartment,-17574,-718,1,0,1,1,NULL,1
NULL,NULL,NULL,5297523,M,Y,N,0,270000,Working,Higher education,Married,House / apartment,-10866,-1188,1,0,1,1,High skill tech staff,2
NULL,NULL,NULL,5307345,M,Y,N,0,405000,Commercial associate,Higher education,Married,With parents,-12683,-1510,1,0,1,1,NULL,2
NULL,NULL,NULL,5313491,M,N,Y,0,400500,Working,Secondary / secondary special,Married,House / apartment,-18733,-3696,1,0,1,1,Drivers,2
NULL,NULL,NULL,5313661,F,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-19868,-3543,1,0,1,1,Laborers,2
NULL,NULL,NULL,5313707,M,Y,Y,0,211500,Working,Secondary / secondary special,Married,House / apartment,-19074,-12341,1,1,1,1,Laborers,2
NULL,NULL,NULL,5322570,F,Y,N,0,270000,Commercial associate,Higher education,Separated,House / apartment,-12919,-2599,1,1,1,1,Sales staff,1
NULL,NULL,NULL,5343781,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-15048,-153,1,0,1,1,NULL,2
NULL,NULL,NULL,5343850,F,N,Y,0,319500,Working,Secondary / secondary special,Widow,Municipal apartment,-20171,-7154,1,1,1,1,NULL,1
NULL,NULL,NULL,5352612,F,N,N,0,247500,Working,Higher education,Married,House / apartment,-10521,-2762,1,0,1,1,Sales staff,2
NULL,NULL,NULL,5353117,F,N,N,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17440,-3622,1,1,1,1,Sales staff,2
NULL,NULL,NULL,5354300,M,Y,Y,0,274500,Commercial associate,Higher education,Married,House / apartment,-22901,-1004,1,0,1,1,Managers,2
NULL,NULL,NULL,5369613,M,N,Y,0,247500,Working,Higher education,Single / not married,House / apartment,-21546,-2847,1,1,1,1,Laborers,1
NULL,NULL,NULL,5388657,M,N,Y,0,225000,Working,Higher education,Married,House / apartment,-13622,-3593,1,1,1,1,Managers,2
NULL,NULL,NULL,5403262,M,Y,N,0,315000,Working,Higher education,Single / not married,House / apartment,-19570,-3655,1,0,1,1,High skill tech staff,1
NULL,NULL,NULL,5416673,F,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,-18450,-4402,1,0,1,1,Laborers,1
NULL,NULL,NULL,5454104,M,Y,N,0,337500,Commercial associate,Higher education,Married,House / apartment,-11009,-1103,1,0,1,1,Sales staff,2
NULL,NULL,NULL,5465095,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-11936,-428,1,1,1,1,Laborers,2
NULL,NULL,NULL,5535562,F,Y,Y,0,360000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8776,-1392,1,0,1,1,NULL,2
NULL,NULL,NULL,5535619,M,Y,Y,0,202500,State servant,Incomplete higher,Married,House / apartment,-9544,-477,1,0,1,1,Drivers,2
NULL,NULL,NULL,5536841,F,N,Y,0,387000,Working,Higher education,Single / not married,House / apartment,-19043,-5346,1,0,1,1,Core staff,1
NULL,NULL,NULL,5541575,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-9937,-452,1,0,1,1,Accountants,2
NULL,NULL,NULL,5548025,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16943,-617,1,0,1,1,NULL,1
NULL,NULL,NULL,5548069,F,Y,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-17487,-7526,1,1,1,1,Managers,2
NULL,NULL,NULL,5548095,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-19140,-2351,1,0,1,1,Laborers,2
NULL,NULL,NULL,5548409,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20820,-2200,1,0,1,1,High skill tech staff,2
NULL,NULL,NULL,5549144,M,Y,Y,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,-19381,-4270,1,0,1,1,Core staff,1
NULL,NULL,NULL,5579318,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15545,-2649,1,0,1,1,Managers,2
NULL,NULL,NULL,5579889,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14126,-3652,1,1,1,1,NULL,2
NULL,NULL,NULL,5584909,M,Y,N,0,414000,Commercial associate,Incomplete higher,Civil marriage,With parents,-11659,-1156,1,0,1,1,Sales staff,2
NULL,NULL,NULL,5599129,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16886,-3622,1,0,1,1,NULL,2
NULL,NULL,NULL,5609360,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21045,-1345,1,1,1,1,Drivers,1
NULL,NULL,NULL,5618828,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-16043,-2311,1,1,1,1,Medicine staff,2
NULL,NULL,NULL,5625763,F,N,Y,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-8048,-561,1,0,1,1,Sales staff,1
NULL,NULL,NULL,5625852,M,Y,Y,0,243000,Commercial associate,Higher education,Separated,House / apartment,-17050,-135,1,1,1,1,Core staff,1
NULL,NULL,NULL,5627434,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22245,-8953,1,0,1,1,Laborers,1
NULL,NULL,NULL,5628246,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18717,-3018,1,0,1,1,Sales staff,1
NULL,NULL,NULL,5628570,M,N,N,0,450000,Commercial associate,Incomplete higher,Married,House / apartment,-17106,-1588,1,1,1,1,Managers,2
NULL,NULL,NULL,5633485,M,N,N,0,337500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16630,-348,1,1,1,1,NULL,2
NULL,NULL,NULL,5636845,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14735,-5081,1,1,1,1,Sales staff,2
NULL,NULL,NULL,5668598,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-12187,-4583,1,0,1,1,Core staff,2
NULL,NULL,NULL,5678176,M,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,-20938,-2711,1,0,1,1,Managers,2
NULL,NULL,NULL,5680712,F,N,N,0,337500,Working,Higher education,Married,House / apartment,-22394,-14151,1,1,1,1,Core staff,2
NULL,NULL,NULL,5680833,F,Y,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-8409,-330,1,0,1,1,Core staff,1
NULL,NULL,NULL,5683859,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10697,-3079,1,0,1,1,Laborers,1
NULL,NULL,NULL,5690604,M,N,Y,0,315000,Working,Higher education,Married,House / apartment,-17803,-3438,1,0,1,1,Drivers,2
NULL,NULL,NULL,5692416,M,N,N,0,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13377,-1905,1,1,1,1,Managers,2
NULL,NULL,NULL,5702211,F,Y,N,0,270000,Commercial associate,Higher education,Civil marriage,Municipal apartment,-11930,-617,1,0,1,1,Managers,2
NULL,NULL,NULL,5702611,F,N,Y,0,450000,Commercial associate,Higher education,Married,With parents,-14103,-252,1,1,1,1,NULL,2
NULL,NULL,NULL,5709014,M,N,Y,0,225000,Commercial associate,Higher education,Single / not married,Municipal apartment,-9882,-2878,1,0,1,1,Core staff,1
NULL,NULL,NULL,5727541,F,N,Y,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-19599,-9715,1,0,1,1,Core staff,2
NULL,NULL,NULL,5731220,M,N,Y,0,292500,Working,Higher education,Married,House / apartment,-14349,-926,1,1,1,1,NULL,2
NULL,NULL,NULL,5735518,F,Y,N,0,225000,State servant,Higher education,Civil marriage,House / apartment,-9730,-298,1,1,1,1,Core staff,2
NULL,NULL,NULL,5735954,M,Y,N,0,360000,Working,Higher education,Married,House / apartment,-18601,-1213,1,1,1,1,High skill tech staff,2
NULL,NULL,NULL,5735987,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16362,-6630,1,1,1,1,Laborers,2
NULL,NULL,NULL,5736654,F,N,N,0,202500,Commercial associate,Higher education,Separated,House / apartment,-13818,-3220,1,1,1,1,Managers,1
NULL,NULL,NULL,5738443,M,N,Y,0,234000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19176,-1254,1,0,1,1,Security staff,2
NULL,NULL,NULL,5738513,M,Y,Y,0,270000,Working,Higher education,Civil marriage,House / apartment,-10255,-1848,1,1,1,1,Accountants,2
NULL,NULL,NULL,5739432,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-15381,-3583,1,0,1,1,Laborers,1
NULL,NULL,NULL,5743557,F,N,Y,0,324000,Commercial associate,Higher education,Widow,House / apartment,-23553,-7174,1,0,1,1,Accountants,1
NULL,NULL,NULL,5744468,F,N,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-12998,-3606,1,0,1,1,NULL,2
NULL,NULL,NULL,5759262,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10788,-648,1,0,1,1,Drivers,2
NULL,NULL,NULL,5769182,M,Y,N,0,225000,Commercial associate,Higher education,Single / not married,With parents,-10308,-850,1,0,1,1,NULL,1
NULL,NULL,NULL,5770918,F,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,-19782,-3247,1,0,1,1,Managers,2
NULL,NULL,NULL,5771832,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14014,-3612,1,1,1,1,Managers,2
NULL,NULL,NULL,5785264,M,Y,Y,0,900000,State servant,Academic degree,Separated,House / apartment,-20469,-7036,1,0,1,1,Core staff,1
NULL,NULL,NULL,5789188,F,Y,N,1,675000,Commercial associate,Higher education,Separated,House / apartment,-14984,-1251,1,0,1,1,NULL,2
NULL,NULL,NULL,5795969,F,Y,N,0,450000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-12399,-1468,1,0,1,1,NULL,1
NULL,NULL,NULL,5796494,M,N,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-14964,-1302,1,1,1,1,Laborers,1
NULL,NULL,NULL,5796925,F,N,Y,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-19619,-7845,1,0,1,1,NULL,2
NULL,NULL,NULL,5822631,F,Y,N,0,382500,Working,Secondary / secondary special,Single / not married,House / apartment,-18111,-3551,1,1,1,1,Managers,1
NULL,NULL,NULL,5823346,M,N,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-15870,-507,1,0,1,1,Managers,2
NULL,NULL,NULL,5824722,M,N,Y,0,220500,Working,Higher education,Separated,House / apartment,-21200,-5593,1,1,1,1,High skill tech staff,1
NULL,NULL,NULL,5825540,M,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-10994,-4110,1,1,1,1,Laborers,2
NULL,NULL,NULL,5829753,M,Y,Y,0,472500,Commercial associate,Higher education,Married,House / apartment,-21701,-8013,1,0,1,1,Managers,2
NULL,NULL,NULL,5829925,M,Y,N,0,450000,Commercial associate,Higher education,Married,House / apartment,-20524,-2900,1,0,1,1,Managers,2
NULL,NULL,NULL,5832378,F,N,Y,0,292500,Commercial associate,Higher education,Widow,House / apartment,-22117,-304,1,0,1,1,High skill tech staff,1
NULL,NULL,NULL,5833152,F,N,Y,0,675000,Commercial associate,Higher education,Married,House / apartment,-17592,-1205,1,0,1,1,NULL,2
NULL,NULL,NULL,5833688,F,Y,Y,0,360000,Working,Higher education,Married,House / apartment,-16409,-4402,1,0,1,1,Core staff,2
NULL,NULL,NULL,5837156,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-12776,-2081,1,1,1,1,Drivers,2
NULL,NULL,NULL,5838269,F,N,Y,1,297000,Working,Higher education,Separated,House / apartment,-13809,-6864,1,0,1,1,Accountants,2
NULL,NULL,NULL,5838332,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18560,-1020,1,0,1,1,Sales staff,2
NULL,NULL,NULL,5852270,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-13771,-7085,1,0,1,1,Laborers,2
NULL,NULL,NULL,5857319,M,Y,Y,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-16150,-1569,1,0,1,1,Drivers,2
NULL,NULL,NULL,5858608,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19874,-12042,1,1,1,1,Laborers,2
NULL,NULL,NULL,5859002,M,N,Y,0,270000,Working,Incomplete higher,Single / not married,House / apartment,-9891,-572,1,1,1,1,High skill tech staff,1
NULL,NULL,NULL,5868012,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17144,-9710,1,1,1,1,NULL,2
NULL,NULL,NULL,5868027,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,-17567,-4042,1,0,1,1,Accountants,2
NULL,NULL,NULL,5868666,M,Y,N,0,382500,Commercial associate,Higher education,Civil marriage,Municipal apartment,-10754,-694,1,0,1,1,Managers,2
NULL,NULL,NULL,5873035,M,N,Y,0,382500,State servant,Higher education,Married,House / apartment,-18474,-5422,1,1,1,1,Managers,2
NULL,NULL,NULL,5884590,F,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-13789,-2376,1,0,1,1,Core staff,2
NULL,NULL,NULL,5891427,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12636,-914,1,1,1,1,Laborers,2
NULL,NULL,NULL,5906531,M,Y,N,1,315000,Working,Higher education,Single / not married,House / apartment,-12315,-4560,1,1,1,1,Accountants,2
NULL,NULL,NULL,5907675,M,N,Y,0,202500,Working,Incomplete higher,Married,House / apartment,-10366,-2887,1,0,1,1,Core staff,2
NULL,NULL,NULL,5918408,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,-11011,-1053,1,0,1,1,Accountants,2
NULL,NULL,NULL,5918521,F,N,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17314,-5477,1,0,1,1,Accountants,2
NULL,NULL,NULL,5918664,M,Y,Y,1,495000,State servant,Higher education,Single / not married,House / apartment,-15149,-5355,1,0,1,1,Managers,2
NULL,NULL,NULL,5918675,F,Y,Y,0,211500,Working,Secondary / secondary special,Married,House / apartment,-17973,-3286,1,0,1,1,Accountants,2
NULL,NULL,NULL,5918800,F,Y,N,0,324000,State servant,Secondary / secondary special,Married,House / apartment,-16867,-515,1,1,1,1,Laborers,2
NULL,NULL,NULL,5918918,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,-21224,-210,1,0,1,1,High skill tech staff,2
NULL,NULL,NULL,5919230,F,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-14788,-5050,1,1,1,1,NULL,2
NULL,NULL,NULL,5929977,F,N,Y,0,247500,Working,Higher education,Civil marriage,House / apartment,-19762,-1510,1,0,1,1,Core staff,2
NULL,NULL,NULL,5931586,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20539,-1697,1,0,1,1,NULL,2
NULL,NULL,NULL,5931713,F,N,Y,0,211500,Working,Secondary / secondary special,Widow,House / apartment,-18730,-3401,1,1,1,1,Managers,1
NULL,NULL,NULL,5932121,M,Y,Y,0,562500,Commercial associate,Incomplete higher,Separated,House / apartment,-15767,-5593,1,0,1,1,Managers,1
NULL,NULL,NULL,5943206,F,N,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-21578,-6848,1,0,1,1,Accountants,2
NULL,NULL,NULL,5949909,F,N,Y,0,405000,Working,Higher education,Civil marriage,House / apartment,-21119,-12660,1,0,1,1,Core staff,2
NULL,NULL,NULL,5957841,F,Y,Y,0,405000,Working,Secondary / secondary special,Separated,House / apartment,-18232,-303,1,0,1,1,Laborers,1
NULL,NULL,NULL,5970892,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15290,-5452,1,0,1,1,Managers,2
NULL,NULL,NULL,5971324,M,N,N,0,360000,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-14038,-1405,1,1,1,1,Drivers,2
NULL,NULL,NULL,5971785,F,Y,N,0,193500,Working,Higher education,Married,With parents,-10319,-3313,1,0,1,1,Laborers,2
NULL,NULL,NULL,5975871,F,N,Y,0,315000,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-18646,-7686,1,0,1,1,Medicine staff,2
NULL,NULL,NULL,5980369,F,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-13546,-6942,1,0,1,1,Managers,2
