ID,MONTHS_BALANCE,STATUS,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5026231,-43,0,5026231,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,2
5026472,0,X,5026472,F,Y,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-8069,-499,1,0,0,0,Waiters/barmen staff,3
5026472,-1,0,5026472,F,Y,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-8069,-499,1,0,0,0,Waiters/barmen staff,3
5028885,-29,0,5028885,M,N,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-10162,-1422,1,0,0,0,Drivers,1
5033690,0,0,5033690,F,Y,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-20572,-5138,1,0,0,0,Sales staff,2
5033690,-1,X,5033690,F,Y,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-20572,-5138,1,0,0,0,Sales staff,2
5036697,0,0,5036697,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17104,-9320,1,1,0,0,High skill tech staff,2
5036758,0,X,5036758,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15759,-4541,1,0,0,0,High skill tech staff,3
5036758,-1,0,5036758,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15759,-4541,1,0,0,0,High skill tech staff,3
5038588,0,X,5038588,M,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-19147,-3303,1,0,0,0,Drivers,2
5038727,0,0,5038727,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2
5044619,-56,X,5044619,F,Y,N,1,135000,Commercial associate,Higher education,Single / not married,House / apartment,-10130,-1651,1,0,0,0,Accountants,2
5044619,-57,0,5044619,F,Y,N,1,135000,Commercial associate,Higher education,Single / not married,House / apartment,-10130,-1651,1,0,0,0,Accountants,2
5044640,-12,0,5044640,F,N,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14616,-4543,1,1,1,1,NULL,3
5044640,-13,X,5044640,F,N,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14616,-4543,1,1,1,1,NULL,3
5045054,-19,X,5045054,M,N,Y,2,675000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,4
5045054,-20,0,5045054,M,N,Y,2,675000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,4
5045356,-11,0,5045356,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-21258,-2057,1,1,1,0,High skill tech staff,2
5045356,-12,X,5045356,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-21258,-2057,1,1,1,0,High skill tech staff,2
5051073,-12,0,5051073,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1
5051073,-13,X,5051073,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1
5052651,0,1,5052651,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2
5052651,-1,0,5052651,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2
5053063,0,C,5053063,F,N,Y,0,193500,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,1,0,0,0,Cooking staff,2
5053063,-1,0,5053063,F,N,Y,0,193500,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,1,0,0,0,Cooking staff,2
5054126,0,1,5054126,M,N,N,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,1,0,0,Core staff,2
5054126,-1,X,5054126,M,N,N,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,1,0,0,Core staff,2
5054558,0,X,5054558,M,Y,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,-15036,-638,1,0,0,0,Laborers,5
5054558,-1,0,5054558,M,Y,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,-15036,-638,1,0,0,0,Laborers,5
5069146,0,0,5069146,M,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2
5069146,-1,X,5069146,M,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2
5079047,0,0,5079047,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-10119,-1244,1,1,0,0,Drivers,3
5086056,-56,X,5086056,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2
5086056,-57,0,5086056,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2
5087482,-56,X,5087482,F,Y,N,1,135000,Working,Higher education,Civil marriage,Rented apartment,-12579,-1654,1,0,0,0,NULL,3
5087482,-57,0,5087482,F,Y,N,1,135000,Working,Higher education,Civil marriage,Rented apartment,-12579,-1654,1,0,0,0,NULL,3
5089169,-28,X,5089169,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,1,0,0,Core staff,2
5089169,-29,0,5089169,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,1,0,0,Core staff,2
5090089,0,0,5090089,F,N,Y,1,134995.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-12813,-1897,1,1,0,0,Laborers,3
5090089,-1,X,5090089,F,N,Y,1,134995.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-12813,-1897,1,1,0,0,Laborers,3
5090381,0,0,5090381,F,N,Y,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21475,-5643,1,0,0,0,NULL,2
5090381,-1,X,5090381,F,N,Y,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21475,-5643,1,0,0,0,NULL,2
5090604,0,0,5090604,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17218,-8618,1,0,0,0,Laborers,2
5090604,-1,X,5090604,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17218,-8618,1,0,0,0,Laborers,2
5091080,0,0,5091080,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-13184,-5728,1,0,0,1,Accountants,1
5095983,-26,X,5095983,F,N,N,0,180000,Working,Higher education,Married,House / apartment,-12696,-3172,1,1,0,0,Sales staff,2
5095983,-27,0,5095983,F,N,N,0,180000,Working,Higher education,Married,House / apartment,-12696,-3172,1,1,0,0,Sales staff,2
5099734,0,0,5099734,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1
5100411,0,1,5100411,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13251,-3839,1,1,0,0,Accountants,2
5100411,-1,X,5100411,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13251,-3839,1,1,0,0,Accountants,2
5105431,0,0,5105431,M,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358,-2317,1,0,0,0,NULL,4
5105431,-1,X,5105431,M,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358,-2317,1,0,0,0,NULL,4
5105604,0,X,5105604,F,N,Y,2,144000,Working,Higher education,Married,House / apartment,-13788,-6723,1,1,1,0,Core staff,4
5105604,-1,0,5105604,F,N,Y,2,144000,Working,Higher education,Married,House / apartment,-13788,-6723,1,1,1,0,Core staff,4
5112867,0,0,5112867,F,N,N,0,157500,Working,Higher education,Single / not married,House / apartment,-16789,-738,1,1,1,0,Sales staff,1
5112947,0,0,5112947,M,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-16834,-3269,1,1,1,1,NULL,2
5112947,-1,X,5112947,M,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-16834,-3269,1,1,1,1,NULL,2
5115576,0,0,5115576,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-11875,-2568,1,1,0,0,Laborers,4
5116045,-2,X,5116045,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,-13455,-2051,1,0,0,0,Core staff,2
5116045,-3,0,5116045,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,-13455,-2051,1,0,0,0,Core staff,2
5116120,0,0,5116120,F,Y,Y,1,560250,Working,Secondary / secondary special,Single / not married,House / apartment,-12987,-2330,1,0,0,0,Sales staff,2
5116980,0,0,5116980,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,-17329,-7765,1,0,1,0,Core staff,2
5117383,0,0,5117383,M,N,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,-11822,-1741,1,1,1,0,Managers,4
5117383,-1,X,5117383,M,N,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,-11822,-1741,1,1,1,0,Managers,4
5117634,0,X,5117634,F,N,N,0,90000,Working,Higher education,Single / not married,House / apartment,-12133,-461,1,1,0,0,Accountants,1
5118534,0,0,5118534,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22032,-826,1,0,0,0,Laborers,2
5118534,-1,X,5118534,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22032,-826,1,0,0,0,Laborers,2
5118597,-19,X,5118597,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16854,-5179,1,1,0,0,Managers,2
5118597,-20,0,5118597,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16854,-5179,1,1,0,0,Managers,2
5135559,0,0,5135559,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,-14083,-7049,1,1,0,0,Core staff,2
5142136,-27,X,5142136,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4
5142136,-28,0,5142136,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4
5142511,-23,X,5142511,M,N,Y,1,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-12152,-1230,1,0,0,0,Laborers,2
5142511,-24,0,5142511,M,N,Y,1,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-12152,-1230,1,0,0,0,Laborers,2
5149044,0,0,5149044,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14856,-1721,1,0,0,0,Laborers,2
5026512,-19,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5026512,-20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095357,-13,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095357,-14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5010766,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045058,-48,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045058,-49,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5021958,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5104866,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5104866,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5058317,-29,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5058317,-30,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5059900,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5059900,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5060564,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5060564,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5150024,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5150024,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5050846,-19,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5050846,-20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5112692,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5112692,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5139496,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035921,-51,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035921,-52,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5052652,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5052652,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096668,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096668,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095042,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095042,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132961,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5053093,-18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5053093,-19,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5100412,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035881,-45,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035881,-46,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5067016,-26,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5067016,-27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5067262,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5143100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5054129,-26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5054129,-27,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5036342,-38,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5036342,-39,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5005725,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045851,-51,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045851,-52,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096293,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096293,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5044620,-54,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5044620,-55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5118208,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5005015,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5005015,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5024036,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5047680,-7,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5047680,-8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5047989,-47,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5047989,-48,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095105,-51,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095105,-52,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5024291,-6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5066907,-6,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5066907,-7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035795,-8,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5035795,-9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5061391,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132938,-26,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132938,-27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5149672,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5026163,-30,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5026163,-31,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045061,-13,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045061,-14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5111112,-2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5036256,0,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5036256,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5046329,-43,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5089758,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5089758,-1,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5025971,-33,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5025971,-34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5025971,-35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132944,-19,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132944,-20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045055,-44,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045055,-45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132795,-6,X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132795,-7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
